transaction_id,reconciliation_status,matched_payout_id,reconciliation_date,last_reviewed,notes
TXN0035401,Reconciled,,2025-12-14,,
TXN0035402,Pending Reconciliation,,,,
TXN0035403,Pending Reconciliation,,,,Amount mismatch
TXN0035404,Reconciled,PO0072578,2024-04-26,,
TXN0035405,Reconciled,PO0081190,2024-12-01,2023-08-19,
TXN0035406,Partially Reconciled,,2025-08-31,,
TXN0035407,Partially Reconciled,PO0087496,2023-11-20,2024-10-01,
TXN0035408,Reconciled,,2024-10-26,2023-10-28,
TXN0035409,Unreconciled,,,2023-07-23,Amount mismatch
TXN0035410,Unreconciled,,,2023-09-07,Awaiting vendor documentation
TXN0035411,Partially Reconciled,PO0010600,2023-03-23,2025-08-03,
TXN0035412,Pending Reconciliation,,,2024-03-12,Amount mismatch
TXN0035413,Partially Reconciled,PO0028442,2025-09-22,,
TXN0035414,Unreconciled,,,2023-10-26,Pending bank confirmation
TXN0035415,Reconciled,PO0052569,2025-07-13,2024-05-05,
TXN0035416,Unreconciled,,,2024-04-27,Awaiting vendor documentation
TXN0035417,Reconciled,PO0082204,2025-11-07,,
TXN0035418,Reconciled,PO0047388,2025-08-14,,
TXN0035419,Reconciled,PO0035974,2023-12-06,,
TXN0035420,Unreconciled,,,2023-11-10,Missing supporting documents
TXN0035421,Partially Reconciled,,2023-12-31,,
TXN0035422,Partially Reconciled,PO0087218,2025-03-25,2023-09-15,
TXN0035423,Reconciled,PO0090086,2023-01-25,2023-02-09,
TXN0035424,Reconciled,,2023-12-07,,
TXN0035425,Reconciled,PO0059867,2024-12-28,,
TXN0035426,Partially Reconciled,,2025-03-20,2024-08-31,
TXN0035427,Partially Reconciled,PO0070754,2023-10-07,,
TXN0035428,Reconciled,,2023-12-18,2023-05-01,
TXN0035429,Reconciled,PO0038535,2025-07-18,,
TXN0035430,Reconciled,PO0026319,2024-04-13,2024-09-16,
TXN0035431,Pending Reconciliation,,,2025-09-18,
TXN0035432,Reconciled,,2025-09-05,,
TXN0035433,Partially Reconciled,PO0004772,2025-08-28,2023-06-11,
TXN0035434,Partially Reconciled,PO0014820,2024-05-09,,
TXN0035435,Reconciled,PO0078910,2023-08-14,,
TXN0035436,Unreconciled,,,2023-12-16,Awaiting vendor documentation
TXN0035437,Reconciled,,2023-12-11,2023-12-28,
TXN0035438,Pending Reconciliation,,,2025-05-23,
TXN0035439,Reconciled,PO0098525,2024-05-10,2024-07-04,
TXN0035440,Reconciled,PO0043065,2024-05-12,,
TXN0035441,Unreconciled,,,,Awaiting vendor documentation
TXN0035442,Reconciled,PO0077059,2025-11-06,,
TXN0035443,Partially Reconciled,,2023-08-06,,
TXN0035444,Pending Reconciliation,,,2025-06-28,Awaiting vendor documentation
TXN0035445,Reconciled,,2025-02-12,,
TXN0035446,Reconciled,PO0041085,2023-01-16,2024-11-12,
TXN0035447,Partially Reconciled,PO0010881,2024-02-09,2023-09-28,
TXN0035448,Reconciled,,2024-02-22,,
TXN0035449,Reconciled,,2023-04-29,2023-02-02,
TXN0035450,Reconciled,PO0078853,2024-08-17,2025-06-23,
TXN0035451,Reconciled,PO0099634,2023-04-14,,
TXN0035452,Reconciled,PO0041516,2024-09-11,2024-06-19,
TXN0035453,Reconciled,PO0023075,2025-05-29,2025-09-13,
TXN0035454,Pending Reconciliation,,,,Missing supporting documents
TXN0035455,Reconciled,PO0050205,2025-04-30,,
TXN0035456,Reconciled,PO0065982,2024-09-11,2023-03-07,
TXN0035457,Partially Reconciled,PO0013577,2025-02-09,2025-01-11,
TXN0035458,Reconciled,PO0078123,2023-02-03,,
TXN0035459,Reconciled,PO0053811,2025-02-17,2024-07-12,
TXN0035460,Unreconciled,,,,Amount mismatch
TXN0035461,Reconciled,PO0091543,2024-02-29,2025-01-31,
TXN0035462,Reconciled,PO0007553,2025-02-19,2024-11-03,
TXN0035463,Reconciled,PO0078584,2025-10-01,2024-09-04,
TXN0035464,Reconciled,,2025-12-10,2023-10-26,
TXN0035465,Pending Reconciliation,,,2023-08-29,
TXN0035466,Reconciled,,2025-01-22,2024-01-02,
TXN0035467,Pending Reconciliation,,,2023-11-29,
TXN0035468,Pending Reconciliation,,,2024-08-22,
TXN0035469,Reconciled,PO0006574,2023-04-26,2025-01-29,
TXN0035470,Unreconciled,,,,Pending bank confirmation
TXN0035471,Unreconciled,,,2024-01-19,
TXN0035472,Reconciled,PO0049889,2023-11-01,2024-10-15,
TXN0035473,Reconciled,,2024-09-15,2025-03-02,
TXN0035474,Reconciled,PO0073952,2024-12-28,2023-05-12,
TXN0035475,Partially Reconciled,,2024-05-01,,
TXN0035476,Reconciled,,2023-08-15,2023-06-07,
TXN0035477,Unreconciled,,,2023-12-21,Amount mismatch
TXN0035478,Reconciled,,2023-01-20,2024-12-02,
TXN0035479,Unreconciled,,,,Pending bank confirmation
TXN0035480,Unreconciled,,,2023-01-02,Missing supporting documents
TXN0035481,Partially Reconciled,PO0089782,2025-02-11,2024-12-08,
TXN0035482,Reconciled,PO0095090,2024-01-17,,
TXN0035483,Partially Reconciled,,2025-03-07,,
TXN0035484,Pending Reconciliation,,,2024-07-09,Amount mismatch
TXN0035485,Reconciled,,2023-03-11,2024-04-13,
TXN0035486,Reconciled,PO0030588,2023-11-22,2024-05-22,
TXN0035487,Reconciled,PO0058558,2024-03-03,2025-10-25,
TXN0035488,Reconciled,PO0059691,2025-06-20,2024-11-14,
TXN0035489,Partially Reconciled,PO0053008,2023-07-02,2025-06-15,
TXN0035490,Unreconciled,,,2025-01-26,Missing supporting documents
TXN0035491,Reconciled,PO0024055,2024-10-04,,
TXN0035492,Unreconciled,,,,Pending bank confirmation
TXN0035493,Pending Reconciliation,,,,Pending bank confirmation
TXN0035494,Reconciled,,2024-01-19,,
TXN0035495,Reconciled,PO0045205,2024-07-02,,
TXN0035496,Partially Reconciled,PO0038425,2023-04-05,2025-10-29,
TXN0035497,Reconciled,,2024-11-28,,
TXN0035498,Unreconciled,,,,Pending bank confirmation
TXN0035499,Partially Reconciled,PO0095896,2025-10-28,2025-01-02,
TXN0035500,Unreconciled,,,,Missing supporting documents
TXN0035501,Pending Reconciliation,,,2025-06-30,
TXN0035502,Reconciled,PO0090649,2025-08-02,2024-06-19,
TXN0035503,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0035504,Reconciled,,2025-11-10,,
TXN0035505,Reconciled,PO0011406,2024-02-26,2025-08-04,
TXN0035506,Reconciled,PO0053971,2024-08-23,2024-12-22,
TXN0035507,Reconciled,,2024-01-20,2024-11-06,
TXN0035508,Reconciled,PO0033468,2025-11-12,,
TXN0035509,Unreconciled,,,2025-07-17,Pending bank confirmation
TXN0035510,Reconciled,PO0030227,2023-11-23,2025-08-21,
TXN0035511,Pending Reconciliation,,,2024-03-09,Missing supporting documents
TXN0035512,Reconciled,,2023-10-03,2023-05-11,
TXN0035513,Pending Reconciliation,,,2025-06-18,Awaiting vendor documentation
TXN0035514,Partially Reconciled,,2025-06-25,2024-08-13,
TXN0035515,Pending Reconciliation,,,2024-07-22,Awaiting vendor documentation
TXN0035516,Reconciled,PO0078917,2023-02-03,,
TXN0035517,Pending Reconciliation,,,,Pending bank confirmation
TXN0035518,Reconciled,PO0048308,2023-11-09,2024-07-21,
TXN0035519,Reconciled,PO0052817,2023-05-23,2025-10-08,
TXN0035520,Partially Reconciled,PO0055565,2025-11-17,2025-05-13,
TXN0035521,Unreconciled,,,2024-05-11,Amount mismatch
TXN0035522,Reconciled,PO0057413,2024-12-27,2024-07-31,
TXN0035523,Unreconciled,,,2023-06-08,Pending bank confirmation
TXN0035524,Partially Reconciled,,2025-10-08,2023-01-25,
TXN0035525,Partially Reconciled,,2023-03-21,2023-06-01,
TXN0035526,Unreconciled,,,2025-08-05,
TXN0035527,Pending Reconciliation,,,,
TXN0035528,Reconciled,PO0052655,2025-07-26,,
TXN0035529,Pending Reconciliation,,,,Missing supporting documents
TXN0035530,Pending Reconciliation,,,,Missing supporting documents
TXN0035531,Reconciled,,2025-08-16,,
TXN0035532,Partially Reconciled,PO0095652,2023-08-01,,
TXN0035533,Reconciled,,2023-08-16,,
TXN0035534,Partially Reconciled,PO0083660,2024-04-23,,
TXN0035535,Pending Reconciliation,,,,Amount mismatch
TXN0035536,Reconciled,PO0015573,2025-03-11,2025-04-08,
TXN0035537,Unreconciled,,,,Awaiting vendor documentation
TXN0035538,Reconciled,PO0006921,2023-12-07,,
TXN0035539,Reconciled,,2023-01-18,,
TXN0035540,Reconciled,PO0041586,2025-09-27,,
TXN0035541,Reconciled,PO0015380,2023-07-27,2025-08-30,
TXN0035542,Partially Reconciled,PO0098470,2024-11-02,,
TXN0035543,Reconciled,PO0031323,2024-11-08,2023-01-15,
TXN0035544,Unreconciled,,,,
TXN0035545,Reconciled,,2023-01-14,,
TXN0035546,Partially Reconciled,PO0094650,2024-10-23,2023-07-31,
TXN0035547,Reconciled,PO0018161,2024-09-07,2025-07-29,
TXN0035548,Partially Reconciled,PO0095707,2023-08-03,2023-04-12,
TXN0035549,Reconciled,PO0078067,2024-08-28,,
TXN0035550,Unreconciled,,,,Missing supporting documents
TXN0035551,Pending Reconciliation,,,,Amount mismatch
TXN0035552,Unreconciled,,,2023-08-25,
TXN0035553,Partially Reconciled,PO0001542,2025-05-20,2025-02-09,
TXN0035554,Reconciled,PO0060092,2025-03-14,,
TXN0035555,Unreconciled,,,2024-01-16,Amount mismatch
TXN0035556,Partially Reconciled,,2024-10-03,2024-10-29,
TXN0035557,Pending Reconciliation,,,2024-05-05,Awaiting vendor documentation
TXN0035558,Reconciled,PO0057101,2025-04-13,2025-08-07,
TXN0035559,Reconciled,,2023-06-10,,
TXN0035560,Partially Reconciled,PO0004722,2023-03-28,,
TXN0035561,Reconciled,,2024-10-07,2025-06-14,
TXN0035562,Partially Reconciled,PO0014151,2023-04-26,2023-10-13,
TXN0035563,Reconciled,PO0063513,2024-08-26,2023-05-26,
TXN0035564,Pending Reconciliation,,,,
TXN0035565,Reconciled,PO0054344,2025-05-08,2025-11-22,
TXN0035566,Pending Reconciliation,,,2025-11-16,
TXN0035567,Reconciled,PO0059315,2023-02-07,2023-01-02,
TXN0035568,Reconciled,,2023-08-22,2023-11-16,
TXN0035569,Unreconciled,,,,Amount mismatch
TXN0035570,Reconciled,PO0056017,2023-04-26,,
TXN0035571,Pending Reconciliation,,,,Amount mismatch
TXN0035572,Partially Reconciled,PO0033649,2025-03-08,2023-04-25,
TXN0035573,Reconciled,PO0069934,2025-01-25,2025-04-29,
TXN0035574,Pending Reconciliation,,,,
TXN0035575,Reconciled,PO0026171,2024-11-07,2024-02-08,
TXN0035576,Reconciled,,2023-04-06,,
TXN0035577,Reconciled,PO0048792,2023-08-15,,
TXN0035578,Reconciled,PO0075565,2025-12-06,,
TXN0035579,Partially Reconciled,PO0043034,2025-10-04,,
TXN0035580,Partially Reconciled,,2025-02-14,,
TXN0035581,Reconciled,PO0095501,2023-03-23,2024-10-17,
TXN0035582,Partially Reconciled,PO0089655,2024-04-04,2025-02-19,
TXN0035583,Reconciled,PO0016103,2025-09-01,2024-09-27,
TXN0035584,Reconciled,,2024-08-04,,
TXN0035585,Reconciled,,2023-06-12,2023-09-16,
TXN0035586,Reconciled,PO0040408,2024-11-12,2023-03-23,
TXN0035587,Reconciled,PO0007501,2025-07-04,2024-07-05,
TXN0035588,Unreconciled,,,,Pending bank confirmation
TXN0035589,Reconciled,,2023-12-03,,
TXN0035590,Partially Reconciled,,2023-10-02,,
TXN0035591,Reconciled,PO0054424,2024-02-10,2023-02-17,
TXN0035592,Reconciled,PO0030074,2025-05-13,2025-07-14,
TXN0035593,Pending Reconciliation,,,2023-08-01,Awaiting vendor documentation
TXN0035594,Pending Reconciliation,,,,
TXN0035595,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0035596,Reconciled,PO0039624,2023-10-03,2023-07-18,
TXN0035597,Pending Reconciliation,,,2024-11-25,
TXN0035598,Unreconciled,,,,Missing supporting documents
TXN0035599,Reconciled,,2023-07-10,2023-12-08,
TXN0035600,Unreconciled,,,2025-10-20,Awaiting vendor documentation
TXN0035601,Unreconciled,,,2023-12-28,Amount mismatch
TXN0035602,Partially Reconciled,PO0091735,2024-02-10,2025-06-28,
TXN0035603,Unreconciled,,,,Missing supporting documents
TXN0035604,Reconciled,,2024-11-09,2023-04-09,
TXN0035605,Partially Reconciled,PO0005681,2023-06-05,2023-06-28,
TXN0035606,Reconciled,PO0003921,2023-03-17,2023-09-21,
TXN0035607,Reconciled,PO0064373,2023-02-10,2025-11-16,
TXN0035608,Unreconciled,,,,Missing supporting documents
TXN0035609,Reconciled,PO0005409,2025-10-09,,
TXN0035610,Reconciled,PO0061970,2024-03-16,2023-06-06,
TXN0035611,Partially Reconciled,,2023-11-20,2025-05-06,
TXN0035612,Pending Reconciliation,,,2023-01-07,Awaiting vendor documentation
TXN0035613,Reconciled,PO0018526,2024-12-30,2023-06-26,
TXN0035614,Reconciled,PO0028503,2024-01-06,,
TXN0035615,Unreconciled,,,2025-01-02,
TXN0035616,Reconciled,PO0004701,2024-04-23,2024-03-19,
TXN0035617,Reconciled,PO0085475,2025-02-22,,
TXN0035618,Reconciled,PO0007816,2024-08-21,2025-06-28,
TXN0035619,Unreconciled,,,,
TXN0035620,Reconciled,,2025-05-16,,
TXN0035621,Unreconciled,,,2024-03-09,Amount mismatch
TXN0035622,Reconciled,PO0051687,2024-12-26,,
TXN0035623,Unreconciled,,,,Missing supporting documents
TXN0035624,Pending Reconciliation,,,2025-11-25,
TXN0035625,Partially Reconciled,PO0065192,2024-03-27,2025-11-03,
TXN0035626,Reconciled,PO0053274,2025-12-13,,
TXN0035627,Unreconciled,,,2024-03-26,Missing supporting documents
TXN0035628,Unreconciled,,,,Missing supporting documents
TXN0035629,Partially Reconciled,PO0073432,2023-08-09,2024-07-26,
TXN0035630,Partially Reconciled,,2023-05-10,2024-04-18,
TXN0035631,Unreconciled,,,,Amount mismatch
TXN0035632,Unreconciled,,,2023-01-26,Awaiting vendor documentation
TXN0035633,Reconciled,PO0024923,2024-01-06,2023-12-05,
TXN0035634,Partially Reconciled,PO0066998,2023-09-01,,
TXN0035635,Partially Reconciled,PO0094668,2024-09-12,2025-04-13,
TXN0035636,Partially Reconciled,PO0038963,2023-04-09,,
TXN0035637,Reconciled,PO0059302,2024-12-15,,
TXN0035638,Partially Reconciled,PO0051801,2023-03-05,2025-02-17,
TXN0035639,Pending Reconciliation,,,2024-07-10,Amount mismatch
TXN0035640,Partially Reconciled,,2024-09-15,2025-11-26,
TXN0035641,Partially Reconciled,PO0080501,2023-04-21,,
TXN0035642,Reconciled,,2024-08-11,2023-11-28,
TXN0035643,Partially Reconciled,PO0031565,2023-08-18,2025-09-01,
TXN0035644,Unreconciled,,,,Amount mismatch
TXN0035645,Reconciled,,2023-12-31,2023-08-29,
TXN0035646,Partially Reconciled,,2023-02-03,2024-03-27,
TXN0035647,Reconciled,,2023-06-05,2024-05-15,
TXN0035648,Reconciled,PO0068376,2024-11-20,2025-09-09,
TXN0035649,Reconciled,PO0007504,2023-11-28,,
TXN0035650,Reconciled,PO0012696,2024-12-26,,
TXN0035651,Partially Reconciled,PO0051721,2023-11-07,2023-06-24,
TXN0035652,Reconciled,PO0053835,2023-11-05,2025-08-02,
TXN0035653,Pending Reconciliation,,,2025-05-30,
TXN0035654,Reconciled,PO0023717,2024-01-14,,
TXN0035655,Reconciled,PO0012304,2025-02-20,,
TXN0035656,Reconciled,PO0034170,2023-05-19,,
TXN0035657,Partially Reconciled,,2025-03-02,,
TXN0035658,Reconciled,,2024-03-26,2024-10-25,
TXN0035659,Reconciled,PO0020764,2025-02-06,2024-03-03,
TXN0035660,Reconciled,,2023-06-29,2023-06-11,
TXN0035661,Reconciled,,2025-12-17,,
TXN0035662,Reconciled,PO0036800,2023-04-04,2023-01-07,
TXN0035663,Reconciled,,2024-07-14,2025-07-07,
TXN0035664,Reconciled,,2023-06-17,2023-04-06,
TXN0035665,Partially Reconciled,PO0038251,2025-11-05,2025-12-28,
TXN0035666,Partially Reconciled,PO0027969,2025-10-09,2024-07-14,
TXN0035667,Reconciled,PO0098572,2024-05-29,2025-10-11,
TXN0035668,Reconciled,PO0061268,2025-11-23,2025-08-14,
TXN0035669,Reconciled,PO0013758,2023-04-15,2023-04-27,
TXN0035670,Pending Reconciliation,,,,Missing supporting documents
TXN0035671,Partially Reconciled,,2025-10-09,2023-05-28,
TXN0035672,Partially Reconciled,PO0085670,2025-11-14,2023-09-04,
TXN0035673,Partially Reconciled,,2024-03-03,2025-06-27,
TXN0035674,Unreconciled,,,,
TXN0035675,Unreconciled,,,2023-11-03,
TXN0035676,Partially Reconciled,PO0020678,2023-12-04,2025-03-08,
TXN0035677,Partially Reconciled,PO0038457,2025-08-02,2025-05-06,
TXN0035678,Pending Reconciliation,,,2024-05-04,Pending bank confirmation
TXN0035679,Partially Reconciled,,2023-02-23,2025-06-29,
TXN0035680,Reconciled,PO0017866,2023-05-17,,
TXN0035681,Pending Reconciliation,,,2024-07-29,Missing supporting documents
TXN0035682,Reconciled,,2023-05-01,2024-08-29,
TXN0035683,Partially Reconciled,PO0045216,2025-10-16,,
TXN0035684,Reconciled,PO0016764,2025-06-29,2024-09-10,
TXN0035685,Reconciled,PO0022482,2024-08-16,,
TXN0035686,Partially Reconciled,PO0071615,2025-03-26,,
TXN0035687,Partially Reconciled,PO0072651,2023-07-03,2023-02-12,
TXN0035688,Pending Reconciliation,,,,Missing supporting documents
TXN0035689,Reconciled,,2023-05-17,2025-08-11,
TXN0035690,Reconciled,,2025-11-18,2025-12-29,
TXN0035691,Reconciled,PO0016935,2024-05-27,2023-02-06,
TXN0035692,Reconciled,PO0024462,2025-08-13,,
TXN0035693,Unreconciled,,,2024-08-25,Pending bank confirmation
TXN0035694,Partially Reconciled,PO0099359,2025-08-23,,
TXN0035695,Partially Reconciled,,2025-01-18,,
TXN0035696,Unreconciled,,,2023-08-01,Amount mismatch
TXN0035697,Partially Reconciled,,2024-07-25,,
TXN0035698,Reconciled,,2024-04-05,,
TXN0035699,Partially Reconciled,PO0081377,2025-07-26,2024-12-02,
TXN0035700,Unreconciled,,,2024-01-16,Awaiting vendor documentation
TXN0035701,Reconciled,PO0076360,2024-08-20,,
TXN0035702,Partially Reconciled,PO0015151,2024-09-13,,
TXN0035703,Reconciled,PO0065568,2025-03-30,,
TXN0035704,Partially Reconciled,PO0056984,2025-10-19,2023-09-18,
TXN0035705,Unreconciled,,,2023-10-04,Amount mismatch
TXN0035706,Reconciled,,2025-11-22,2024-06-26,
TXN0035707,Reconciled,PO0098992,2023-11-11,2025-11-26,
TXN0035708,Unreconciled,,,2024-08-31,Amount mismatch
TXN0035709,Reconciled,,2025-05-09,,
TXN0035710,Reconciled,PO0061601,2024-07-02,2024-01-06,
TXN0035711,Reconciled,PO0047166,2023-01-02,2024-02-16,
TXN0035712,Reconciled,,2024-06-22,2025-06-18,
TXN0035713,Reconciled,,2025-03-29,2023-11-03,
TXN0035714,Partially Reconciled,,2025-03-09,,
TXN0035715,Reconciled,,2024-01-01,,
TXN0035716,Partially Reconciled,PO0054197,2023-01-22,,
TXN0035717,Reconciled,PO0038785,2025-03-05,,
TXN0035718,Partially Reconciled,,2023-10-14,2025-04-27,
TXN0035719,Unreconciled,,,,Amount mismatch
TXN0035720,Reconciled,PO0031613,2024-12-24,2025-02-07,
TXN0035721,Reconciled,PO0096895,2024-04-21,,
TXN0035722,Reconciled,PO0064899,2023-06-20,,
TXN0035723,Reconciled,PO0024118,2023-07-24,2023-09-05,
TXN0035724,Partially Reconciled,,2025-08-01,2025-01-03,
TXN0035725,Reconciled,PO0095489,2023-08-15,,
TXN0035726,Pending Reconciliation,,,2023-02-23,
TXN0035727,Pending Reconciliation,,,2024-07-14,Pending bank confirmation
TXN0035728,Reconciled,,2024-06-16,,
TXN0035729,Partially Reconciled,PO0073457,2023-06-27,2024-12-29,
TXN0035730,Reconciled,,2023-12-06,2023-07-25,
TXN0035731,Reconciled,PO0046478,2025-05-10,,
TXN0035732,Reconciled,,2024-02-15,,
TXN0035733,Unreconciled,,,2025-07-27,
TXN0035734,Unreconciled,,,2025-05-21,
TXN0035735,Partially Reconciled,PO0029163,2023-01-24,2023-07-07,
TXN0035736,Reconciled,PO0051451,2025-08-19,,
TXN0035737,Pending Reconciliation,,,,Pending bank confirmation
TXN0035738,Partially Reconciled,,2023-11-24,,
TXN0035739,Pending Reconciliation,,,2024-01-10,Missing supporting documents
TXN0035740,Partially Reconciled,,2025-03-05,2024-07-27,
TXN0035741,Partially Reconciled,PO0048777,2025-12-15,2024-12-08,
TXN0035742,Partially Reconciled,PO0039714,2023-03-04,2024-02-09,
TXN0035743,Reconciled,,2025-05-23,2024-05-27,
TXN0035744,Pending Reconciliation,,,2023-08-18,
TXN0035745,Reconciled,,2025-08-10,,
TXN0035746,Unreconciled,,,,Missing supporting documents
TXN0035747,Partially Reconciled,,2024-11-22,,
TXN0035748,Reconciled,,2025-05-31,2025-05-01,
TXN0035749,Pending Reconciliation,,,2023-03-29,Pending bank confirmation
TXN0035750,Unreconciled,,,2023-02-16,Amount mismatch
TXN0035751,Partially Reconciled,PO0092896,2025-06-13,,
TXN0035752,Partially Reconciled,PO0057556,2023-08-12,2024-07-20,
TXN0035753,Reconciled,PO0071893,2025-01-25,,
TXN0035754,Pending Reconciliation,,,2024-03-11,Pending bank confirmation
TXN0035755,Pending Reconciliation,,,,Missing supporting documents
TXN0035756,Reconciled,PO0024052,2025-02-25,,
TXN0035757,Reconciled,PO0033096,2023-03-15,2025-04-06,
TXN0035758,Partially Reconciled,,2024-01-22,2024-10-30,
TXN0035759,Reconciled,PO0058652,2023-06-24,2025-05-23,
TXN0035760,Partially Reconciled,PO0044304,2025-03-20,2023-03-23,
TXN0035761,Partially Reconciled,,2025-05-26,,
TXN0035762,Reconciled,PO0017958,2023-03-07,2024-12-21,
TXN0035763,Partially Reconciled,,2024-07-01,,
TXN0035764,Pending Reconciliation,,,2023-03-27,
TXN0035765,Reconciled,PO0079711,2025-07-25,,
TXN0035766,Partially Reconciled,PO0082864,2025-08-27,2025-12-13,
TXN0035767,Unreconciled,,,2023-01-28,
TXN0035768,Pending Reconciliation,,,2023-11-16,Missing supporting documents
TXN0035769,Partially Reconciled,,2025-05-18,2025-12-16,
TXN0035770,Partially Reconciled,PO0078964,2025-02-05,2024-04-17,
TXN0035771,Pending Reconciliation,,,,Pending bank confirmation
TXN0035772,Reconciled,,2025-07-16,,
TXN0035773,Partially Reconciled,,2025-12-19,2023-04-18,
TXN0035774,Reconciled,PO0081310,2024-01-27,2024-08-16,
TXN0035775,Reconciled,PO0051649,2023-10-24,,
TXN0035776,Reconciled,,2023-11-15,,
TXN0035777,Reconciled,,2025-05-03,2025-06-25,
TXN0035778,Pending Reconciliation,,,,
TXN0035779,Reconciled,,2024-05-09,,
TXN0035780,Partially Reconciled,,2023-09-18,,
TXN0035781,Pending Reconciliation,,,,Pending bank confirmation
TXN0035782,Reconciled,,2025-11-07,2025-04-08,
TXN0035783,Unreconciled,,,,Missing supporting documents
TXN0035784,Reconciled,,2025-07-06,,
TXN0035785,Reconciled,,2025-10-01,,
TXN0035786,Reconciled,,2023-01-30,,
TXN0035787,Reconciled,,2025-07-18,2025-05-11,
TXN0035788,Partially Reconciled,,2023-11-19,2025-04-23,
TXN0035789,Reconciled,PO0093643,2024-03-18,2023-08-25,
TXN0035790,Reconciled,,2023-01-09,,
TXN0035791,Partially Reconciled,,2023-05-27,2025-05-04,
TXN0035792,Reconciled,,2024-03-24,2025-06-09,
TXN0035793,Reconciled,,2023-10-05,2024-07-21,
TXN0035794,Reconciled,,2025-09-02,,
TXN0035795,Pending Reconciliation,,,2023-02-11,Amount mismatch
TXN0035796,Reconciled,,2024-08-09,2025-08-22,
TXN0035797,Reconciled,PO0086205,2023-10-08,,
TXN0035798,Unreconciled,,,,Pending bank confirmation
TXN0035799,Reconciled,PO0022937,2023-01-27,,
TXN0035800,Pending Reconciliation,,,,
TXN0035801,Partially Reconciled,PO0015144,2025-12-03,2025-07-19,
TXN0035802,Partially Reconciled,PO0020749,2024-02-06,,
TXN0035803,Partially Reconciled,PO0089440,2023-09-16,,
